Mouse_ID,sgID,MetBurden,MetSeeding
73280,Chd7mmu-sg3,3.0625146489212263,2.054050209012743
73280,Crebbpmmu-sg1,0.4254113345132408,0.22426614747191773
73280,Ctnnd1mmu-sg1,0.29547974607694316,0.195437179635494
73280,Ctnnd1mmu-sg2,0.25456896996327255,0.17583615937475117
73280,Gabrr1mmu-sg3,3.245865226009669,3.0906673245351044
73280,Gata6mmu-sg1,0.46760638263139337,0.4257051869888922
73280,Kctd10mmu-sg3,1.145010094489588,0.8892343129445572
73280,Runx1t1mmu-sg1,8.380181588568117,7.549045234619662
73280,Tsc1mmu-sg1,2.842448221749672,2.6396816333128923
73280,Tsc1mmu-sg2,0.4332448286002194,0.21152539999545183
73280,Tsc2mmu-sg1,0.23471167899229037,0.12493648656377945
73280,Tsc2mmu-sg3,0.09973448774597757,0.07189322407012866
73280,Zc3h7ammu-sg2,0.5732971554498557,0.5604146001492245
73280,sgSafe29-MMU,0.8092648716787403,0.7704111473033057
73280,sgSafe36-MMU,0.4795350678746478,0.5292473241381737
73280,sgSafe5-MMU,0.7690440369970144,0.745816043492394
73281,Chd7mmu-sg3,2.98746642207548,3.1372227442814467
73281,Crebbpmmu-sg1,0.5575887503771995,0.35593885471969555
73281,Ctnnd1mmu-sg1,0.23779834422331236,0.2838234581212202
73281,Ctnnd1mmu-sg2,0.12919519465219698,0.22751913115260708
73281,Gabrr1mmu-sg3,4.120960657642896,4.481097945571767
73281,Gata6mmu-sg1,0.3666408297533478,0.4705935500123828
73281,Kctd10mmu-sg3,0.23818266829399118,0.5231658621067394
73281,Runx1t1mmu-sg1,3.026420037603801,5.923916634323179
73281,Tsc1mmu-sg1,2.0780723152481704,2.5230617047193085
73281,Tsc1mmu-sg2,0.4394821246061815,0.2446170221288276
73281,Tsc2mmu-sg1,0.284063898449801,0.09791353651156097
73281,Tsc2mmu-sg3,0.03917948276323072,0.053105708453285924
73281,Zc3h7ammu-sg2,0.39885016391434863,0.6100523695828384
73281,sgSafe29-MMU,1.6182903133429303,0.8549613983111352
73281,sgSafe36-MMU,0.6151035564425464,0.5517239378663299
73281,sgSafe5-MMU,0.6685428965466805,0.8290649751735628
73282,Chd7mmu-sg3,2.1439028784289254,2.9640976314959095
73282,Crebbpmmu-sg1,0.7820524517823978,0.38923224007778656
73282,Ctnnd1mmu-sg1,0.2264492816448309,0.2492201570284052
73282,Ctnnd1mmu-sg2,0.25931468009666125,0.22349879475728562
73282,Gabrr1mmu-sg3,2.2714445825051475,2.99779728185896
73282,Gata6mmu-sg1,0.71151316384747465,0.48080478358124074
73282,Kctd10mmu-sg3,0.35161661095794605,0.5384481208827321
73282,Runx1t1mmu-sg1,2.8656014156135603,4.558607303193745
73282,Tsc1mmu-sg1,3.009913760682123,3.0656231670769296
73282,Tsc1mmu-sg2,0.5430452730478594,0.25733957707853716
73282,Tsc2mmu-sg1,0.238427716972634,0.10956210428890026
73282,Tsc2mmu-sg3,0.20631047529429317,0.05501657090312861
73282,Zc3h7ammu-sg2,0.682578839958619,0.7266785372665842
73282,sgSafe29-MMU,0.7373902556880466,0.8772199238834986
73282,sgSafe36-MMU,0.33747556038656235,0.45657438364467695
73282,sgSafe5-MMU,0.6081712326127194,0.8588965916923871
73283,Chd7mmu-sg3,1.7255577144381355,3.201539944817507
73283,Crebbpmmu-sg1,1.0191222456077729,0.3626054521252997
73283,Ctnnd1mmu-sg1,0.2395377771111051,0.31404824833891565
73283,Ctnnd1mmu-sg2,0.24900589663770445,0.22682717247000245
73283,Gabrr1mmu-sg3,3.467141265752987,2.839423556063498
73283,Gata6mmu-sg1,0.993826407139865,0.5404175639866606
73283,Kctd10mmu-sg3,1.054377241619297,0.436185826565031
73283,Runx1t1mmu-sg1,6.98425926533863,5.908535489047056
73283,Tsc1mmu-sg1,4.6258725085741945,2.2350588494738632
73283,Tsc1mmu-sg2,0.8500636682929615,0.2238261544578296
73283,Tsc2mmu-sg1,1.3357428681426877,0.1274830515231559
73283,Tsc2mmu-sg3,0.04213524169429493,0.036974767857742265
73283,Zc3h7ammu-sg2,0.5505423920882471,0.563576699379403
73283,sgSafe29-MMU,0.5110259317783716,0.7929000237282721
73283,sgSafe36-MMU,0.27430013587752017,0.3698615840500739
73283,sgSafe5-MMU,0.6190013753143387,0.7421595611567045
73286,Chd7mmu-sg3,2.2257909947398864,3.468678079049783
73286,Crebbpmmu-sg1,0.36922705263286243,0.3550735806062012
73286,Ctnnd1mmu-sg1,0.25209420018306083,0.3161759762897998
73286,Ctnnd1mmu-sg2,0.15899477293717093,0.22663249592346849
73286,Gabrr1mmu-sg3,1.931690650643211,2.7918639039952824
73286,Gata6mmu-sg1,0.37660335034580494,0.5013588931286125
73286,Kctd10mmu-sg3,0.2996734292418132,0.41737328858423306
73286,Runx1t1mmu-sg1,2.144467425300204,5.52617535278013
73286,Tsc1mmu-sg1,1.7576429479230826,2.1273458946867083
73286,Tsc1mmu-sg2,0.4254487438918601,0.23796956981717612
73286,Tsc2mmu-sg1,0.3062491066969238,0.10735246524393781
73286,Tsc2mmu-sg3,0.10053201014536282,0.043322521720224744
73286,Zc3h7ammu-sg2,0.42523902442302947,0.6543000001397979
73286,sgSafe29-MMU,0.7563798051215762,0.804374650579634
73286,sgSafe36-MMU,0.3268776859111346,0.539290798962352
73286,sgSafe5-MMU,0.5427282853481336,0.7702690455935799
73390,Chd7mmu-sg3,3.374208493701084,2.6337823037819184
73390,Crebbpmmu-sg1,0.6063178969831435,0.33350466220550756
73390,Ctnnd1mmu-sg1,0.280506663041474,0.2711600508504881
73390,Ctnnd1mmu-sg2,0.24866839231339669,0.22298627183938255
73390,Gabrr1mmu-sg3,1.9821862495063076,2.596819719062322
73390,Gata6mmu-sg1,0.46124420726334475,0.43403611580130413
73390,Kctd10mmu-sg3,0.2261122500561799,0.42840278563437023
73390,Runx1t1mmu-sg1,3.66546146898365,3.994041316736204
73390,Tsc1mmu-sg1,3.780196939692071,2.251464396197823
73390,Tsc1mmu-sg2,0.9127966454266901,0.27188916051492634
73390,Tsc2mmu-sg1,0.40621777246575924,0.11703990930042282
73390,Tsc2mmu-sg3,0.21746394045659406,0.047887927980116006
73390,Zc3h7ammu-sg2,1.5550308422606958,0.7115859821291903
73390,sgSafe29-MMU,0.5840468293871781,0.6555531961328652
73390,sgSafe36-MMU,0.6820036918505029,0.5907997257360594
73390,sgSafe5-MMU,0.8620295324045185,0.9345088545629706
73391,Chd7mmu-sg3,0.2172760624465319,8.346607290076115
73391,Crebbpmmu-sg1,1.2023493265572356,0.7633133563372384
73391,Ctnnd1mmu-sg1,0.043986423915949084,0.6238039477314614
73391,Ctnnd1mmu-sg2,0.3050152565437115,0.2849889580937001
73391,Gabrr1mmu-sg3,0.821007125418873,3.8960779337352616
73391,Gata6mmu-sg1,0.010142435538499875,0.6346401392588423
73391,Kctd10mmu-sg3,0.5602961387099465,1.7057440462654083
73391,Runx1t1mmu-sg1,3.347493072622009,12.16097965927408
73391,Tsc1mmu-sg1,0.3392952130911981,7.7692438881756365
73391,Tsc1mmu-sg2,0.03984466017210373,0.5148778707346264
73391,Tsc2mmu-sg1,0.04135248379152566,0.25242226835247417
73391,Tsc2mmu-sg3,0.0017655035539335684,0.13770777825209324
73391,Zc3h7ammu-sg2,1.7993883003633444,0.6038130282467152
73391,sgSafe29-MMU,0.5836878916254088,1.1700781556225868
73391,sgSafe36-MMU,3.725751465190384,0.8265012053024243
73391,sgSafe5-MMU,0.10850945113964089,1.6123788630680713
73392,Chd7mmu-sg3,7.2497417186322775,5.852478012657846
73392,Crebbpmmu-sg1,0.6382890404621457,0.572648418240339
73392,Ctnnd1mmu-sg1,0.19214255582141906,0.3802390290412729
73392,Ctnnd1mmu-sg2,0.3477103463704364,0.5313626562593032
73392,Gabrr1mmu-sg3,6.034267744192433,7.82303574467998
73392,Gata6mmu-sg1,1.3905704780636163,0.8009950866720974
73392,Kctd10mmu-sg3,0.22354864404863947,0.9785736082114654
73392,Runx1t1mmu-sg1,5.713218763661874,16.278897253922636
73392,Tsc1mmu-sg1,4.7786078383887425,5.200021977663071
73392,Tsc1mmu-sg2,0.5182856677428672,0.5251233553213208
73392,Tsc2mmu-sg1,0.40218398084091755,0.2654903466935369
73392,Tsc2mmu-sg3,0.3699377156265271,0.1580040073866598
73392,Zc3h7ammu-sg2,0.7524357367441894,0.5773389575750972
73392,sgSafe29-MMU,0.2863734684815107,1.3425315540674638
73392,sgSafe36-MMU,0.7016887470856498,0.7902634126484814
73392,sgSafe5-MMU,0.00752078044562801,0.9250106458181461
73393,Chd7mmu-sg3,3.4269347851451184,2.6055961507448933
73393,Crebbpmmu-sg1,0.4741438215935357,0.4477697013410492
73393,Ctnnd1mmu-sg1,0.18781534362607408,0.3442646338324381
73393,Ctnnd1mmu-sg2,0.4267489812607126,0.4575405795885268
73393,Gabrr1mmu-sg3,4.115768970829246,6.255027450351969
73393,Gata6mmu-sg1,0.6658944145273242,0.6622812771688378
73393,Kctd10mmu-sg3,0.2623492211113588,1.3692585228185479
73393,Runx1t1mmu-sg1,3.0798684110927033,9.762030288624622
73393,Tsc1mmu-sg1,1.0392460361940974,1.5591588071246223
73393,Tsc1mmu-sg2,0.6801350885620457,0.3903482452709374
73393,Tsc2mmu-sg1,1.0277566735323445,0.18574224610481235
73393,Tsc2mmu-sg3,0.042985978781671035,0.08290702352570885
73393,Zc3h7ammu-sg2,0.15665657010333564,0.8886188118497199
73393,sgSafe29-MMU,0.7069786264868041,1.5654356139165893
73393,sgSafe36-MMU,0.22606063653852027,0.5528837605881828
73393,sgSafe5-MMU,1.1353364587452643,0.6471555639024977
73394,Chd7mmu-sg3,0.25556229258289254,2.2104461758546368
73394,Crebbpmmu-sg1,0.4099655749835933,0.3498742588478648
73394,Ctnnd1mmu-sg1,0.2146417602064522,0.32524352102727233
73394,Ctnnd1mmu-sg2,0.22884398592559355,0.38208767935243176
73394,Gabrr1mmu-sg3,0.13763708842894454,4.643122195126295
73394,Gata6mmu-sg1,0.10340939142378565,0.30253108553048796
73394,Kctd10mmu-sg3,0.3029649746349075,2.032807909678126
73394,Runx1t1mmu-sg1,0.19107089968075835,7.246378990720117
73394,Tsc1mmu-sg1,2.360971294068623,3.086313069200941
73394,Tsc1mmu-sg2,0.06402718144053657,0.23862296577242223
73394,Tsc2mmu-sg1,0.18128726123800967,0.30082238001020895
73394,Tsc2mmu-sg3,2.493820858519373e-5,0.041028057736438944
73394,Zc3h7ammu-sg2,0.5485657614766866,0.9594529749634269
73394,sgSafe29-MMU,0.04371760652299823,0.9296213520032784
73394,sgSafe36-MMU,1.0310911514360672,0.3283255756094159
73394,sgSafe5-MMU,0.0601782500285521,1.601283866620537
73800,Chd7mmu-sg3,1.7942155108046824,3.6473100238594314
73800,Crebbpmmu-sg1,0.20539461765494707,0.2597868961463265
73800,Ctnnd1mmu-sg1,0.25298392122341357,0.268331336767215
73800,Ctnnd1mmu-sg2,0.10268662443166603,0.31522871674459585
73800,Gabrr1mmu-sg3,3.2294229874086207,1.915326678078998
73800,Gata6mmu-sg1,0.04797680528326109,0.1871948986200378
73800,Kctd10mmu-sg3,0.04061792625466151,1.1180669837215325
73800,Runx1t1mmu-sg1,0.008753342339485512,5.978383689736119
73800,Tsc1mmu-sg1,1.7571139944405956,3.1828247835848984
73800,Tsc1mmu-sg2,0.13583529782088888,0.25311591260318694
73800,Tsc2mmu-sg1,0.13281944660121994,0.22750153027120193
73800,Tsc2mmu-sg3,0.001391476999161066,0.06769766569128984
73800,Zc3h7ammu-sg2,0.3613707062902628,0.6926191372192655
73800,sgSafe29-MMU,0.01712613818966383,0.7669531410879937
73800,sgSafe36-MMU,0.18627735773450085,0.40631112490670884
73800,sgSafe5-MMU,1.0282397623327117,1.3210859331400313
73801,Chd7mmu-sg3,1.051900266403665,2.7219817974766807
73801,Crebbpmmu-sg1,1.2216938030437123,0.6893459786660997
73801,Ctnnd1mmu-sg1,0.6815981015205554,0.5263852528711926
73801,Ctnnd1mmu-sg2,0.8471591413930096,0.5855228113118377
73801,Gabrr1mmu-sg3,4.361715784295402,4.002334897657065
73801,Gata6mmu-sg1,0.8523192506671491,0.5588130466464271
73801,Kctd10mmu-sg3,0.4161878411460238,1.3350586413070804
73801,Runx1t1mmu-sg1,9.937510940967686,9.518204689865458
73801,Tsc1mmu-sg1,12.449607437791922,6.080863194006535
73801,Tsc1mmu-sg2,2.5367960754515844,0.7220178231024479
73801,Tsc2mmu-sg1,0.7124744633875765,0.2840023911150075
73801,Tsc2mmu-sg3,0.6192473431605481,0.1717770528496058
73801,Zc3h7ammu-sg2,0.7761928795624616,1.1224126983127185
73801,sgSafe29-MMU,2.600383953013532,1.3737022469069111
73801,sgSafe36-MMU,0.9898062225224319,0.48516697681237086
73801,sgSafe5-MMU,0.9725132146879713,0.9464874018963628
73802,Chd7mmu-sg3,1.4877238673224977,2.1849291042756747
73802,Crebbpmmu-sg1,0.4433654353937514,0.3820657320503351
73802,Ctnnd1mmu-sg1,0.16057440535075404,0.21432597117934904
73802,Ctnnd1mmu-sg2,0.2823286966729657,0.3277196505348199
73802,Gabrr1mmu-sg3,8.188053114035162,4.370973964509106
73802,Gata6mmu-sg1,0.19272182942273985,0.29903871034910273
73802,Kctd10mmu-sg3,0.14445347560561164,0.8292520346611624
73802,Runx1t1mmu-sg1,7.341504134294728,5.912092818383445
73802,Tsc1mmu-sg1,7.405034412709689,3.922309435674169
73802,Tsc1mmu-sg2,0.3238586695134901,0.21180013907797127
73802,Tsc2mmu-sg1,0.03519632002493122,0.12271576153724142
73802,Tsc2mmu-sg3,1.5905655313790181,0.3591964310196018
73802,Zc3h7ammu-sg2,0.3346098391295445,0.7225730958600152
73802,sgSafe29-MMU,0.21608190308420783,0.700106618899365
73802,sgSafe36-MMU,0.6458373620379664,0.7417952744181977
73802,sgSafe5-MMU,1.1023941972256648,0.9044565010328949
73803,Chd7mmu-sg3,1.124363825468065,3.458378793457475
73803,Crebbpmmu-sg1,0.18212100875394696,0.26275188719307946
73803,Ctnnd1mmu-sg1,0.12716762144414867,0.3198570338884617
73803,Ctnnd1mmu-sg2,0.38750286654374994,0.40738938409545433
73803,Gabrr1mmu-sg3,2.0969924698912137,3.87437323992698
73803,Gata6mmu-sg1,1.122642282247558,0.5995493862367679
73803,Kctd10mmu-sg3,0.22884771739485843,0.8481207511010388
73803,Runx1t1mmu-sg1,3.824732077499129,12.093231953914339
73803,Tsc1mmu-sg1,0.6186076476732293,2.2534056244875136
73803,Tsc1mmu-sg2,0.11505964276870688,0.31289471473995367
73803,Tsc2mmu-sg1,0.1868688009707736,0.1987210371953978
73803,Tsc2mmu-sg3,0.004365665584523793,0.05991152160660511
73803,Zc3h7ammu-sg2,1.1899779096029794,0.7505615513687607
73803,sgSafe29-MMU,0.4005774181820834,1.3574863834473088
73803,sgSafe36-MMU,0.13982023854242687,0.5479312284565635
73803,sgSafe5-MMU,0.052327229769560564,0.40084911197513695
73804,Chd7mmu-sg3,0.4287653336665975,3.665669251022501
73804,Crebbpmmu-sg1,0.4188059922703917,0.5304778535476979
73804,Ctnnd1mmu-sg1,0.2346374870831147,0.4623120321578136
73804,Ctnnd1mmu-sg2,0.22031666763321364,0.3620748148873428
73804,Gabrr1mmu-sg3,0.19185480963348242,4.39992624768461
73804,Gata6mmu-sg1,0.1250525400007684,0.501699118404816
73804,Kctd10mmu-sg3,0.5545462785769991,2.568445542292515
73804,Runx1t1mmu-sg1,0.6888972670475709,18.31154800988965
73804,Tsc1mmu-sg1,2.3151866132020893,2.193494373678642
73804,Tsc1mmu-sg2,0.061880121432056394,0.35533842066595983
73804,Tsc2mmu-sg1,0.2067211395020434,0.2613105027682882
73804,Tsc2mmu-sg3,0.001104530047984425,0.1555164137748196
73804,Zc3h7ammu-sg2,0.71979116210487315,0.9091990584249184
73804,sgSafe29-MMU,0.03714613737447691,1.541627406428411
73804,sgSafe36-MMU,1.030263287334221,0.4666929677490644
73804,sgSafe5-MMU,0.0073237599919911385,0.6069649359763155
