gene,n_colonies,power
Abcb10,1,0
Abcb10,6,0
Abcb10,11,0
Abcb10,16,0
Abcb10,21,0
Abcb10,26,0
Abcb10,31,0
Abcb10,36,0
Abcb10,41,0
Abcb10,46,0
Abcb10,51,0
Abcb10,56,0
Abcb10,61,0
Abcb10,66,0
Abcb10,71,0
Abcb10,76,0
Abcb10,81,0
Abcb10,86,0
Abcb4,1,0
Abcb4,6,0
Abcb4,11,0
Abcb4,16,0
Abcb4,21,0
Abcb4,26,0
Abcb4,31,0
Abcb4,36,0
Abcb4,41,0
Abcb4,46,0
Abcb4,51,0
Abcb4,56,0
Abcb4,61,0
Abcb4,66,0
Abcb4,71,0
Abcb4,76,0
Abcb4,81,0
Abcb4,86,0
Abcb4,91,0.07
Abcb4,96,0.18
Abcb4,101,0.43
Abcb4,106,0.66
Abcb4,111,0.87
Abcb4,116,0.97
Abtb1,1,0
Abtb1,6,0
Abtb1,11,0
Abtb1,16,0
Abtb1,21,0
Abtb1,26,0
Abtb1,31,0
Abtb1,36,0
Abtb1,41,0
Abtb1,46,0
Abtb1,51,0
Abtb1,56,0
Abtb1,61,0
Abtb1,66,0
Abtb1,71,0
Abtb1,76,0
Abtb1,81,0
Abtb1,86,0
Abtb1,91,0
Abtb1,96,0
Abtb1,101,0
Abtb1,106,0
Abtb1,111,0
Abtb1,116,0.01
Abtb1,121,0
Abtb1,126,0.02
Abtb1,131,0.02
Abtb1,136,0.02
Abtb1,141,0.05
Abtb1,146,0.08
Abtb1,151,0.19
Abtb1,156,0.28
Abtb1,161,0.44
Abtb1,166,0.6
Abtb1,171,0.55
Abtb1,176,0.68
Abtb1,181,0.82
Abtb1,186,0.87
Abtb1,191,0.94
Abtb1,196,1
Abtb1,201,1
Abtb1,206,1
Abtb1,211,1
Acin1,1,0
Acin1,6,0
Acin1,11,0
Acin1,16,0
Acin1,21,0
Acin1,26,0
Acin1,31,0
Acin1,36,0.02
Acin1,41,0.03
Acin1,46,0.08
Acin1,51,0.29
Acin1,56,0.35
Acin1,61,0.56
Acin1,66,0.62
Acin1,71,0.78
Acin1,76,0.85
Acin1,81,0.91
Acin1,86,0.96
Acin1,91,1
Actl6a,1,0
Actl6a,6,0
Actr2,1,0
Actr3,1,0
Actr3,6,0
Actr3,11,0
Actr3,16,0
Actr3,21,0
Actr3,26,0
Actr3,31,0
Actr3,36,0
Actr3,41,0
Actr3,46,0
Actr3,51,0
Actr3,56,0
Actr3,61,0
Actr3,66,0
Adam15,1,0
Adam15,6,0
Adam15,11,0
Adam15,16,0
Adam15,21,0
Adam15,26,0
Adam15,31,0
Adam15,36,0
Adam15,41,0
Adam15,46,0
Adam15,51,0.02
Adam15,56,0.02
Adam15,61,0.09
Adam15,66,0.16
Adam15,71,0.25
Adam15,76,0.36
Adam15,81,0.53
Adam15,86,0.63
Adam15,91,0.77
Adam15,96,0.93
Adam15,101,0.98
Adam15,106,0.99
Adam15,111,1
Adam17,1,0
Adam17,6,0
Adam17,11,0
Adam17,16,0
Adam17,21,0
Adam17,26,0
Adam17,31,0
Adam17,36,0.02
Adam17,41,0.04
Adam17,46,0.08
Adam17,51,0.13
Adam17,56,0.26
Adam17,61,0.25
Adam17,66,0.35
Adam17,71,0.34
Adam17,76,0.46
Adam17,81,0.61
Adam17,86,0.61
Adam17,91,0.59
Adam17,96,0.63
Adam17,101,0.66
Adam17,106,0.61
Adam17,111,0.69
Adam17,116,0.82
Adam17,121,0.84
Adam17,126,0.93
Adam17,131,0.92
Adam17,136,1
Adam17,141,1
Adam17,146,1
Adam17,151,1
Adam17,156,1
Adgrg1,1,0
Adgrg1,6,0
Adgrg1,11,0
Adgrg1,16,0
Adgrg1,21,0
Adgrg1,26,0
Adgrg1,31,0
Adgrg1,36,0
Adgrg1,41,0
Adgrg1,46,0
Adgrg1,51,0.01
Adgrg1,56,0.06
Adgrg1,61,0.35
Adgrg1,66,0.87
Agl,1,0
Agl,6,0
Agl,11,0
Agl,16,0
Agl,21,0
Agl,26,0
Agl,31,0.06
Agl,36,0.22
Agl,41,0.47
Agl,46,0.62
Agl,51,0.84
Agl,56,0.92
Agl,61,1
Agl,66,1
Agl,71,1
Agl,76,1
Ahctf1,1,0
Ahctf1,6,0
Ahctf1,11,0
Ahctf1,16,0
Ahctf1,21,0
Ahcyl2,1,0
Ahcyl2,6,0
Ahcyl2,11,0
Ahcyl2,16,0
Ahcyl2,21,0
Ahcyl2,26,0
Ahcyl2,31,0
Ahcyl2,36,0
Ahcyl2,41,0
Ahcyl2,46,0
Ahcyl2,51,0
Ahcyl2,56,0
Ahcyl2,61,0
Ahcyl2,66,0
Ahcyl2,71,0
Ahcyl2,76,0
Ahcyl2,81,0
Ahcyl2,86,0
Ahcyl2,91,0
Ahcyl2,96,0
Ahcyl2,101,0
Ahcyl2,106,0
Ahcyl2,111,0
Ahcyl2,116,0
Ahnak,1,0
Ahnak,6,0
Ahnak,11,0
Ahnak,16,0
Ahnak,21,0
Ahnak,26,0
Ahnak,31,0
Ahnak,36,0
Ahnak,41,0.01
Ahnak,46,0
Ahnak,51,0.03
Ahnak,56,0.03
Ahnak,61,0.11
Ahnak,66,0.23
Ahnak,71,0.29
Ahnak,76,0.36
Ahnak,81,0.62
Ahnak,86,0.67
Ahnak,91,0.83
Ahnak,96,0.95
Ahnak,101,0.99
Ahnak,106,1
Ahnak,111,1
Ahnak,116,1
Akap9,1,0
Akap9,6,0
Akap9,11,0
Akap9,16,0
Akap9,21,0
Akap9,26,0
Akap9,31,0
Akap9,36,0
Akap9,41,0.03
Akap9,46,0.02
Akap9,51,0.11
Akap9,56,0.27
Akap9,61,0.49
Akap9,66,0.63
Akap9,71,0.83
Akap9,76,0.93
Akap9,81,1
Akap9,86,1
Akap9,91,1
Akap9,96,1
Akap9,101,1
Akap9,106,1
Akap9,111,1
Alcam,1,0
Alcam,6,0.01
Alcam,11,0.04
Alcam,16,0.15
Alcam,21,0.2
Alcam,26,0.41
Alcam,31,0.63
Alcam,36,0.75
Alcam,41,0.9
Alcam,46,0.98
Alcam,51,1
Alcam,56,1
Alcam,61,1
Alcam,66,1
Aldh1b1,1,0
Aldh1b1,6,0
Aldh1b1,11,0
Aldh1b1,16,0
Aldh1b1,21,0
Aldh1b1,26,0
Aldh1b1,31,0
Aldh1b1,36,0.01
Aldh1b1,41,0.07
Aldh1b1,46,0.12
Aldh1b1,51,0.21
Aldh1b1,56,0.45
Aldh1b1,61,0.63
Aldh1b1,66,0.78
Aldh1b1,71,0.81
Aldh1b1,76,0.84
Aldh1b1,81,0.96
Aldh1b1,86,0.99
Aldh1b1,91,1
Alg13,1,0
Alg13,6,0
Alg13,11,0
Alg13,16,0
Alg13,21,0
Alg13,26,0
Alg13,31,0
Alg13,36,0
Alg13,41,0
Alg13,46,0.03
Alg13,51,0.04
Alg13,56,0.15
Alg13,61,0.21
Alg13,66,0.28
Alg13,71,0.35
Alg13,76,0.44
Alg13,81,0.67
Alg13,86,0.68
Alg13,91,0.67
Alg13,96,0.85
Alg13,101,0.89
Alg13,106,0.93
Alg13,111,0.97
Alg13,116,1
Alg13,121,1
Alg13,126,1
Alg13,131,1
Alg13,136,1
Alg13,141,1
Alg13,146,1
Alg13,151,1
Ankib1,1,0
Ankib1,6,0
Ankib1,11,0
Ankib1,16,0
Ankib1,21,0
Ankib1,26,0
Ankib1,31,0
Ankib1,36,0
Ankib1,41,0
Ankib1,46,0
Ankib1,51,0.01
Ankib1,56,0
Ankib1,61,0.03
Ankib1,66,0.08
Ankib1,71,0.24
Ankib1,76,0.39
Ankib1,81,0.56
Ankib1,86,0.87
Ankib1,91,0.97
Anln,1,0
Anln,6,0
Anln,11,0
Anln,16,0
Anxa11,1,0
Anxa11,6,0
Anxa11,11,0
Anxa11,16,0
Anxa11,21,0
Anxa11,26,0.04
Anxa11,31,0.03
Anxa11,36,0.04
Anxa11,41,0.05
Anxa11,46,0.13
Anxa11,51,0.25
Anxa11,56,0.26
Anxa11,61,0.52
Anxa11,66,0.48
Anxa11,71,0.49
Anxa11,76,0.56
Anxa11,81,0.78
Anxa11,86,0.76
Anxa11,91,0.85
Anxa11,96,0.88
Anxa11,101,0.9
Anxa11,106,0.94
Anxa11,111,0.98
Anxa11,116,0.99
Anxa11,121,1
Anxa11,126,1
Anxa11,131,1
Anxa11,136,1
Anxa11,141,1
Anxa11,146,1
Anxa11,151,1
Anxa11,156,1
Anxa11,161,1
Anxa11,166,1
Anxa11,171,1
Anxa6,1,0
Anxa6,6,0
Anxa6,11,0
Anxa6,16,0
Anxa6,21,0
Anxa6,26,0
Anxa6,31,0
Anxa6,36,0
Anxa6,41,0
Anxa6,46,0
Anxa6,51,0
Anxa6,56,0
Anxa6,61,0
Anxa6,66,0
Anxa6,71,0
Anxa6,76,0.07
Anxa6,81,0.21
Anxa6,86,0.44
Anxa6,91,0.66
Anxa6,96,0.87
Anxa6,101,0.96
Anxa6,106,1
Ap2a1,1,0
Ap2a1,6,0
Ap2a1,11,0
Ap2a1,16,0
Ap2a1,21,0
Ap2a1,26,0
Ap2a1,31,0
Ap2a1,36,0
Ap2a1,41,0
Ap2a1,46,0
Ap2a1,51,0.01
Ap2a1,56,0.03
Ap2a1,61,0.04
Ap2a1,66,0.12
Ap2a1,71,0.22
Ap2a1,76,0.31
Ap2a1,81,0.45
Ap2a1,86,0.59
Ap2a1,91,0.76
Ap2a1,96,0.91
Ap2a1,101,0.95
Ap2a1,106,0.95
Ap2a1,111,0.99
Ap2a1,116,1
Ap2a1,121,1
Ap2a1,126,1
Apc,1,0
Apc,6,0
Apc,11,0
Apc,16,0
Apc,21,0
Apc,26,0.02
Apc,31,0.06
Apc,36,0.08
Apc,41,0.18
Apc,46,0.26
Apc,51,0.52
Apc,56,0.71
Apc,61,0.73
Apc,66,0.88
Apc,71,0.95
Apc,76,1
Apc,81,0.98
Apc,86,1
Apc,91,1
Apc,96,1
Apc,101,1
Apc,106,1
Apc,111,1
Arf4,1,0
Arf4,6,0
Arf4,11,0
Arf4,16,0.02
Arf4,21,0.12
Arf4,26,0.11
Arf4,31,0.21
Arf4,36,0.44
Arf4,41,0.52
Arf4,46,0.81
Arf4,51,0.85
Arf4,56,0.98
Arf4,61,0.97
Arf4,66,1
Arf4,71,1
Arf4,76,1
Arid1a,1,0
Arid1a,6,0
Arid1a,11,0
Arid1a,16,0
Arid1a,21,0
Arid1a,26,0
Arid1a,31,0
Armt1,1,0
Armt1,6,0
Armt1,11,0
Armt1,16,0
Armt1,21,0
Armt1,26,0
Armt1,31,0
Armt1,36,0
Armt1,41,0
Armt1,46,0
Armt1,51,0.02
Armt1,56,0.1
Armt1,61,0.22
Armt1,66,0.38
Armt1,71,0.67
Armt1,76,0.77
Armt1,81,0.95
Armt1,86,0.99
Armt1,91,1
Armt1,96,1
Armt1,101,1
Arpc2,1,0
Arpc2,6,0
Arpc2,11,0
Arpc2,16,0
Arpc4,1,0
Arpc4,6,0
Arpc4,11,0
Ascl1,1,0
Ascl1,6,0
Ascl1,11,0
Ascl1,16,0
Ash1l,1,0
Ash1l,6,0
Ash1l,11,0
Ash1l,16,0
Ash1l,21,0
Ash1l,26,0
Ash1l,31,0
Ash1l,36,0
Ash1l,41,0
Ash1l,46,0
Ash1l,51,0
Ash1l,56,0
Ash1l,61,0
Ash1l,66,0
Ash1l,71,0
Ash1l,76,0
Ash1l,81,0
Ash1l,86,0
Ash1l,91,0
Ash1l,96,0
Ash1l,101,0
Ash1l,106,0
Ash1l,111,0.01
Ash1l,116,0.02
Ash1l,121,0.13
Ash1l,126,0.09
Ash1l,131,0.25
Ash1l,136,0.22
Ash1l,141,0.44
Ash1l,146,0.51
Ash1l,151,0.7
Ash1l,156,0.85
Ash1l,161,0.89
Ash1l,166,0.96
Ash1l,171,0.99
Ash1l,176,1
Ash1l,181,1
Asph,1,0
Asph,6,0
Asph,11,0
Asph,16,0
Asph,21,0
Asph,26,0
Asph,31,0
Asph,36,0
Asph,41,0.02
Asph,46,0.05
Asph,51,0.15
Asph,56,0.22
Asph,61,0.34
Asph,66,0.51
Asph,71,0.59
Asph,76,0.77
Asph,81,0.86
Asph,86,0.89
Asph,91,0.97
Asph,96,0.99
Asph,101,1
Asph,106,1
Asph,111,1
Asph,116,1
Asph,121,1
Asph,126,1
Asph,131,1
Asph,136,1
Asph,141,1
Asph,146,1
Asph,151,1
Asph,156,1
Atg2b,1,0
Atg2b,6,0
Atg2b,11,0
Atg2b,16,0
Atg2b,21,0
Atg2b,26,0
Atg2b,31,0
Atg2b,36,0
Atg2b,41,0
Atg2b,46,0
Atg2b,51,0
Atg2b,56,0
Atg2b,61,0.03
Atg2b,66,0.09
Atg2b,71,0.25
Atg2b,76,0.42
Atg2b,81,0.55
Atg2b,86,0.77
Atg2b,91,0.95
Atg2b,96,1
Atg2b,101,1
Atp11a,1,0
Atp11a,6,0
Atp11a,11,0
Atp11a,16,0
Atp11a,21,0
Atp11a,26,0
Atp11a,31,0
Atp11a,36,0
Atp11a,41,0.01
Atp11a,46,0.02
Atp11a,51,0.04
Atp11a,56,0.11
Atp11a,61,0.17
Atp11a,66,0.26
Atp11a,71,0.39
Atp11a,76,0.63
Atp11a,81,0.67
Atp11a,86,0.88
Atp11a,91,0.88
Atp11a,96,0.94
Atp11a,101,1
Atp11a,106,1
Atp11a,111,1
Atp11a,116,1
Atp11a,121,1
Atp11a,126,1
Atp11a,131,1
Atp11a,136,1
Atp6v1e1,1,0
Atp6v1e1,6,0
Atp6v1e1,11,0
Atp6v1e1,16,0
Atp6v1e1,21,0
Atp6v1e1,26,0
Atp6v1g1,1,0
Atp6v1g1,6,0
Atp6v1g1,11,0
Atp6v1g1,16,0
Atp6v1g1,21,0
Atp6v1g1,26,0
Atp8b2,1,0
Atp8b2,6,0
Atp8b2,11,0.04
Atp8b2,16,0.13
Atp8b2,21,0.34
Atp8b2,26,0.57
Atp8b2,31,0.77
Atp8b2,36,0.87
Atp8b2,41,0.98
Atp8b2,46,1
Atp8b2,51,1
Atp8b2,56,1
Atp8b2,61,1
Atp8b2,66,1
Atp8b2,71,1
Atp8b2,76,1
Atp8b2,81,1
Atp8b2,86,1
Atp8b2,91,1
Atp8b2,96,1
Atp8b2,101,1
Atp8b2,106,1
Atp8b2,111,1
Atrx,1,0
Atrx,6,0
Atrx,11,0
Atrx,16,0
Atrx,21,0
Atrx,26,0
Atxn2l,1,0
Atxn2l,6,0
Atxn2l,11,0
Atxn2l,16,0
Atxn2l,21,0
Atxn2l,26,0
Atxn2l,31,0
Atxn2l,36,0
Atxn2l,41,0
Atxn2l,46,0
Atxn2l,51,0
Atxn2l,56,0
Atxn2l,61,0
Atxn2l,66,0
Atxn2l,71,0
Atxn2l,76,0
Atxn2l,81,0
Bag1,1,0
Bag1,6,0
Bag1,11,0
Bag1,16,0
Bag1,21,0
Bag1,26,0
Bag1,31,0
Bag1,36,0
Bag1,41,0
Bag1,46,0
Bag1,51,0
Bag1,56,0
Bag1,61,0
Bag1,66,0
Bag1,71,0
Bag1,76,0
Bag1,81,0
Barhl1,1,0
Barhl1,6,0
Barhl1,11,0
Barhl1,16,0
Barhl1,21,0
Barhl1,26,0
Barhl1,31,0
Barhl1,36,0
Barhl1,41,0
Barhl1,46,0
Barhl1,51,0
Barhl1,56,0
Barhl1,61,0
Barhl1,66,0
Barhl1,71,0
Barhl1,76,0
Barhl1,81,0
Barhl1,86,0
Barhl1,91,0
Bcl9l,1,0
Bcl9l,6,0
Bcl9l,11,0
Bcl9l,16,0
Bcl9l,21,0
Bcl9l,26,0
Bcl9l,31,0
Bcl9l,36,0
Bcl9l,41,0
Bcl9l,46,0
Bcl9l,51,0.01
Bcl9l,56,0.03
Bcl9l,61,0.05
Bcl9l,66,0.12
Bcl9l,71,0.3
Bcl9l,76,0.43
Bcl9l,81,0.49
Bcl9l,86,0.63
Bcl9l,91,0.74
Bcl9l,96,0.84
Bcl9l,101,0.98
Bcl9l,106,0.95
Bcl9l,111,1
Bcl9l,116,0.99
Bcl9l,121,1
Bcl9l,126,1
Bcl9l,131,1
Bcl9l,136,1
Bcl9l,141,1
Bcl9l,146,1
Bms1,1,0
Bms1,6,0
Bms1,11,0
Bms1,16,0
Bms1,21,0
Bms1,26,0
Bms1,31,0
Bms1,36,0
Bms1,41,0
Bms1,46,0
Bms1,51,0
Bms1,56,0
Bms1,61,0
Bri3,1,0
Bri3,6,0
Bri3,11,0
Bri3,16,0
Bri3,21,0.01
Bri3,26,0
Bri3,31,0.01
Bri3,36,0.04
Bri3,41,0.17
Bri3,46,0.31
Bri3,51,0.33
Bri3,56,0.49
Bri3,61,0.69
Bri3,66,0.81
Bri3,71,0.89
Bri3,76,0.92
Bri3,81,0.98
Bri3,86,1
Bri3,91,1
Bri3,96,1
Brk1,1,0
Brk1,6,0
Brk1,11,0
Brk1,16,0
Bub1b,1,0
Bub1b,6,0
Bub1b,11,0
C2cd5,1,0
C2cd5,6,0
C2cd5,11,0
C2cd5,16,0
C2cd5,21,0
C2cd5,26,0
C2cd5,31,0
C2cd5,36,0
C2cd5,41,0
C2cd5,46,0
C2cd5,51,0
C2cd5,56,0
C2cd5,61,0
C2cd5,66,0.01
C2cd5,71,0.01
C2cd5,76,0.07
C2cd5,81,0.09
C2cd5,86,0.17
C2cd5,91,0.21
C2cd5,96,0.21
C2cd5,101,0.49
C2cd5,106,0.55
C2cd5,111,0.81
C2cd5,116,0.86
C2cd5,121,0.91
C2cd5,126,0.94
C2cd5,131,0.98
C2cd5,136,1
C2cd5,141,1
C2cd5,146,0.99
C2cd5,151,1
C2cd5,156,1
C2cd5,161,1
C2cd5,166,1
C2cd5,171,1
C2cd5,176,1
C2cd5,181,1
Cab39,1,0
Cab39,6,0
Cab39,11,0
Cab39,16,0
Cab39,21,0
Cab39,26,0
Cab39,31,0
Cab39,36,0
Cab39,41,0
Cab39,46,0
Cab39,51,0
Cab39,56,0
Cab39,61,0
Cab39,66,0
Cab39,71,0.13
Cab39,76,0.77
Cadps2,1,0
Cadps2,6,0
Cadps2,11,0
Cadps2,16,0
Cadps2,21,0
Cadps2,26,0
Cadps2,31,0
Cadps2,36,0
Cadps2,41,0
Cadps2,46,0
Cadps2,51,0
Cadps2,56,0
Cadps2,61,0
Cadps2,66,0
Cadps2,71,0
Cadps2,76,0
Cadps2,81,0
Cadps2,86,0
Cadps2,91,0
Cadps2,96,0
Cadps2,101,0.01
Cadps2,106,0.02
Cadps2,111,0.05
Cadps2,116,0.21
Cadps2,121,0.27
Cadps2,126,0.46
Cadps2,131,0.6
Cadps2,136,0.7
Cadps2,141,0.93
Cadps2,146,0.95
Cadps2,151,1
Cadps2,156,1
Cadps2,161,1
Cadps2,166,1
Camsap2,1,0
Camsap2,6,0
Camsap2,11,0
Camsap2,16,0
Camsap2,21,0
Camsap2,26,0
Camsap2,31,0
Camsap2,36,0.01
Camsap2,41,0.02
Camsap2,46,0.06
Camsap2,51,0.09
Camsap2,56,0.35
Camsap2,61,0.57
Camsap2,66,0.67
Camsap2,71,0.88
Camsap2,76,0.95
Camsap2,81,0.99
Camsap2,86,1
Camsap2,91,1
Capn2,1,0
Capn2,6,0
Capn2,11,0
Capn2,16,0
Capn2,21,0
Capn2,26,0
Capn2,31,0
Capn2,36,0
Capn2,41,0.01
Capn2,46,0.11
Capn2,51,0.26
Capn2,56,0.4
Capn2,61,0.75
Capn2,66,0.95
Capn2,71,0.98
Capn2,76,1
Caprin2,1,0
Caprin2,6,0
Caprin2,11,0
Caprin2,16,0
Caprin2,21,0
Caprin2,26,0
Caprin2,31,0
Caprin2,36,0
Caprin2,41,0
Caprin2,46,0
Caprin2,51,0
Caprin2,56,0
Caprin2,61,0
Caprin2,66,0
Caprin2,71,0
Caprin2,76,0
Caprin2,81,0
Caprin2,86,0
Caprin2,91,0
Caprin2,96,0
Capzb,1,0
Capzb,6,0
Car10,1,0
Car10,6,0
Car10,11,0
Car10,16,0
Car10,21,0
Car10,26,0
Car10,31,0
Car10,36,0.01
Car10,41,0.03
Car10,46,0.05
Car10,51,0.18
Car10,56,0.22
Car10,61,0.27
Car10,66,0.43
Car10,71,0.57
Car10,76,0.61
Car10,81,0.73
Car10,86,0.73
Car10,91,0.88
Car10,96,0.95
Car10,101,0.96
Car10,106,0.99
Car10,111,0.99
Car10,116,1
Car10,121,1
Car10,126,1
Car10,131,1
Car10,136,1
Car10,141,1
Casp8ap2,1,0.05
Casp8ap2,6,0.23
Casp8ap2,11,0.43
Casp8ap2,16,0.49
Casp8ap2,21,0.75
Casp8ap2,26,0.91
Cbl,1,0
Cbl,6,0
Cbl,11,0
Cbl,16,0
Cbl,21,0
Cbl,26,0
Cbl,31,0
Cbl,36,0
Cbl,41,0
Cbl,46,0
Cbl,51,0.01
Cbl,56,0.01
Cbl,61,0.03
Cbl,66,0.07
Cbl,71,0.12
Cbl,76,0.17
Cbl,81,0.35
Cbl,86,0.44
Cbl,91,0.48
Cbl,96,0.53
Cbl,101,0.61
Cbl,106,0.8
Cbl,111,0.88
Cbl,116,0.8
Cbl,121,0.81
Cbl,126,0.9
Cbl,131,0.91
Cbl,136,0.88
Cbl,141,0.93
Cbl,146,0.99
Ccdc174,1,0
Ccdc174,6,0.02
Ccdc174,11,0.08
Ccdc174,16,0.15
Ccdc174,21,0.25
Ccdc174,26,0.43
Ccdc174,31,0.43
Ccdc174,36,0.63
Ccdc174,41,0.68
Ccdc174,46,0.85
Ccdc174,51,0.97
Ccdc174,56,0.99
Ccdc174,61,1
Ccdc174,66,1
Ccdc186,1,0
Ccdc186,6,0
Ccdc186,11,0
Ccdc186,16,0
Ccdc186,21,0
Ccdc186,26,0
Ccdc186,31,0
Ccdc186,36,0
Ccdc186,41,0
Ccdc186,46,0
Ccdc186,51,0
Ccdc186,56,0
Ccdc186,61,0
Ccdc186,66,0
Ccdc186,71,0
Ccdc186,76,0
Ccdc186,81,0
Ccdc186,86,0
Ccdc186,91,0
Ccdc186,96,0
Ccdc186,101,0
Ccnd1,1,0
Ccnd1,6,0.03
Ccnd1,11,0.1
Ccnd1,16,0.19
Ccnd1,21,0.11
Ccnd1,26,0.17
Ccnd1,31,0.23
Ccnd1,36,0.35
Ccnd1,41,0.35
Ccnd1,46,0.38
Ccnd1,51,0.41
Ccnd1,56,0.53
Ccnd1,61,0.59
Ccnd1,66,0.56
Ccnd1,71,0.66
Ccnd1,76,0.58
Ccnd1,81,0.69
Ccnd1,86,0.82
Ccnd1,91,0.81
Ccnd1,96,0.82
