gene,n_colonies,power
Sting1,61,0
Sting1,66,0
Sting1,71,0.01
Sting1,76,0.08
Sting1,81,0.12
Sting1,86,0.27
Sting1,91,0.55
Sting1,96,0.71
Sting1,101,0.99
Sting1,106,0.98
Sting1,111,1
Strn4,1,0
Strn4,6,0
Strn4,11,0
Strn4,16,0
Strn4,21,0
Strn4,26,0
Strn4,31,0
Strn4,36,0
Strn4,41,0
Strn4,46,0
Strn4,51,0
Strn4,56,0
Strn4,61,0
Strn4,66,0
Strn4,71,0.01
Strn4,76,0.03
Strn4,81,0.18
Strn4,86,0.26
Strn4,91,0.46
Strn4,96,0.63
Strn4,101,0.78
Strn4,106,0.88
Strn4,111,0.97
Strn4,116,1
Strn4,121,1
Strn4,126,1
Strn4,131,1
Stxbp1,1,0
Stxbp1,6,0
Stxbp1,11,0
Stxbp1,16,0
Stxbp1,21,0
Stxbp1,26,0
Stxbp1,31,0.09
Stxbp1,36,0.5
Stxbp1,41,0.84
Stxbp1,46,1
Stxbp1,51,1
Sumf2,1,0
Sumf2,6,0
Sumf2,11,0
Sumf2,16,0
Sumf2,21,0
Sumf2,26,0
Sumf2,31,0
Sumf2,36,0.07
Sumf2,41,0.19
Sumf2,46,0.36
Sumf2,51,0.59
Sumf2,56,0.7
Sumf2,61,0.92
Sumf2,66,0.98
Sumf2,71,1
Sumf2,76,1
Sumf2,81,1
Susd3,1,0
Susd3,6,0
Susd3,11,0
Susd3,16,0
Susd3,21,0.05
Susd3,26,0.19
Susd3,31,0.3
Susd3,36,0.54
Susd3,41,0.75
Susd3,46,0.95
Susd3,51,0.98
Susd3,56,1
Susd3,61,1
Susd3,66,1
Susd3,71,1
Susd3,76,1
Svil,1,0.01
Svil,6,0.06
Svil,11,0.14
Svil,16,0.13
Svil,21,0.2
Svil,26,0.14
Svil,31,0.26
Svil,36,0.29
Svil,41,0.36
Svil,46,0.42
Svil,51,0.53
Svil,56,0.69
Svil,61,0.74
Svil,66,0.91
Svil,71,0.99
Svil,76,1
Svil,81,1
Svil,86,1
Svil,91,1
Svil,96,1
Svil,101,1
Svil,106,1
Svil,111,1
Tango6,1,0
Tango6,6,0
Tango6,11,0
Tango6,16,0
Tango6,21,0
Taok3,1,0
Taok3,6,0
Taok3,11,0
Taok3,16,0
Taok3,21,0
Taok3,26,0
Taok3,31,0
Taok3,36,0.01
Taok3,41,0.14
Taok3,46,0.23
Taok3,51,0.45
Taok3,56,0.59
Taok3,61,0.95
Taok3,66,0.9
Taok3,71,0.99
Taok3,76,0.99
Taok3,81,1
Taok3,86,1
Taok3,91,1
Tbc1d12,1,0
Tbc1d12,6,0
Tbc1d12,11,0
Tbc1d12,16,0
Tbc1d12,21,0
Tbc1d12,26,0.01
Tbc1d12,31,0
Tbc1d12,36,0.05
Tbc1d12,41,0.26
Tbc1d12,46,0.49
Tbc1d12,51,0.71
Tbc1d12,56,0.83
Tbc1d12,61,0.96
Tbc1d12,66,1
Tbc1d12,71,1
Tbc1d12,76,1
Tbc1d12,81,1
Tdp1,1,0
Tdp1,6,0
Tdp1,11,0
Tdp1,16,0
Tdp1,21,0
Tdp1,26,0
Tdp1,31,0
Tdp1,36,0
Tdp1,41,0
Tdp1,46,0.02
Tdp1,51,0
Tdp1,56,0.09
Tdp1,61,0.15
Tdp1,66,0.44
Tdp1,71,0.76
Tdp1,76,0.88
Tdp1,81,0.99
Tek,1,0
Tek,6,0
Tek,11,0
Tek,16,0
Tek,21,0
Tek,26,0
Tek,31,0
Tek,36,0
Tek,41,0
Tek,46,0
Tek,51,0
Tek,56,0
Tek,61,0
Tek,66,0
Tek,71,0
Tek,76,0
Tek,81,0
Tek,86,0
Tek,91,0.01
Tek,96,0
Tek,101,0.07
Tek,106,0.14
Tek,111,0.31
Tek,116,0.56
Tek,121,0.72
Tek,126,0.85
Tek,131,0.98
Tek,136,1
Tek,141,1
Tex10,1,0
Tex10,6,0
Tex10,11,0
Tex10,16,0
Tfdp1,1,0
Tfdp1,6,0
Tfdp1,11,0
Tgfb1,1,0
Tgfb1,6,0
Tgfb1,11,0
Tgfb1,16,0
Tgfb1,21,0
Tgfb1,26,0.01
Tgfb1,31,0.07
Tgfb1,36,0.13
Tgfb1,41,0.2
Tgfb1,46,0.51
Tgfb1,51,0.62
Tgfb1,56,0.82
Tgfb1,61,0.9
Tgfb1,66,0.97
Tgfb1,71,1
Tgfb1,76,1
Tgfb1,81,1
Tgfbrap1,1,0
Tgfbrap1,6,0
Tgfbrap1,11,0
Tgfbrap1,16,0
Tgfbrap1,21,0
Tgfbrap1,26,0
Tgfbrap1,31,0
Tgfbrap1,36,0.04
Tgfbrap1,41,0.08
Tgfbrap1,46,0.21
Tgfbrap1,51,0.46
Tgfbrap1,56,0.69
Tgfbrap1,61,0.88
Tgfbrap1,66,0.97
Tgfbrap1,71,1
Tgfbrap1,76,1
Tln1,1,0
Tln1,6,0
Tln1,11,0
Tln1,16,0
Tln1,21,0
Tln1,26,0
Tln1,31,0
Tln1,36,0
Tln1,41,0
Tln1,46,0
Tln1,51,0
Tln1,56,0
Tln1,61,0.02
Tln1,66,0.09
Tln1,71,0.18
Tln1,76,0.28
Tln1,81,0.55
Tln1,86,0.78
Tln1,91,0.94
Tln1,96,0.99
Tm9sf3,1,0
Tm9sf3,6,0
Tm9sf3,11,0
Tm9sf3,16,0
Tm9sf3,21,0
Tm9sf3,26,0
Tm9sf3,31,0
Tm9sf3,36,0
Tm9sf3,41,0
Tm9sf3,46,0
Tm9sf3,51,0
Tm9sf3,56,0
Tm9sf3,61,0
Tm9sf3,66,0
Tm9sf3,71,0
Tmx2,1,0
Tmx2,6,0
Tmx2,11,0
Tmx2,16,0.02
Tmx2,21,0.07
Tmx2,26,0.41
Tmx2,31,0.89
Tonsl,1,0
Topbp1,1,0
Topbp1,6,0
Tox,1,0
Tox,6,0
Tox,11,0
Tox,16,0
Tox,21,0
Tox,26,0
Tox,31,0
Tox,36,0
Tox,41,0
Tox,46,0
Tox,51,0
Tox,56,0
Tox,61,0
Tox,66,0
Tox,71,0
Tox,76,0
Tox,81,0
Tox,86,0
Tox,91,0
Tox,96,0
Tox,101,0
Tox,106,0.04
Tox,111,0.18
Tox,116,0.46
Tox,121,0.85
Tox,126,0.99
Tpp2,1,0
Tpp2,6,0
Tpp2,11,0
Tpp2,16,0
Tpp2,21,0
Tpp2,26,0
Tpp2,31,0.01
Tpp2,36,0.01
Tpp2,41,0.01
Tpp2,46,0.08
Tpp2,51,0.1
Tpp2,56,0.18
Tpp2,61,0.45
Tpp2,66,0.57
Tpp2,71,0.79
Tpp2,76,0.89
Tpp2,81,0.88
Tpp2,86,0.98
Tpp2,91,0.97
Tpp2,96,1
Tpp2,101,1
Tpp2,106,1
Tpp2,111,1
Tpp2,116,1
Tpp2,121,1
Trio,1,0
Trio,6,0
Trio,11,0
Trio,16,0
Trio,21,0
Trio,26,0
Trio,31,0
Trio,36,0
Trio,41,0
Trio,46,0
Trio,51,0
Trio,56,0
Trio,61,0
Trio,66,0
Trio,71,0
Trio,76,0
Trio,81,0
Trio,86,0
Trio,91,0
Trio,96,0
Trio,101,0
Trio,106,0
Trio,111,0
Trio,116,0
Trio,121,0
Trio,126,0
Trio,131,0
Trio,136,0
Trio,141,0
Trio,146,0
Trio,151,0
Trio,156,0
Trio,161,0.06
Trio,166,0.18
Trio,171,0.5
Trio,176,0.76
Trio,181,1
Triobp,1,0
Triobp,6,0.01
Triobp,11,0.01
Triobp,16,0.02
Triobp,21,0.14
Triobp,26,0.2
Triobp,31,0.34
Triobp,36,0.36
Triobp,41,0.51
Triobp,46,0.56
Triobp,51,0.77
Triobp,56,0.83
Triobp,61,0.94
Triobp,66,0.98
Triobp,71,1
Triobp,76,1
Triobp,81,1
Triobp,86,1
Triobp,91,1
Triobp,96,1
Triobp,101,1
Trip12,1,0
Trip12,6,0
Trip12,11,0
Trip12,16,0
Trip12,21,0
Trip12,26,0.01
Trip12,31,0.01
Trip12,36,0.03
Trip12,41,0.11
Trip12,46,0.14
Trip12,51,0.14
Trip12,56,0.28
Trip12,61,0.48
Trip12,66,0.56
Trip12,71,0.64
Trip12,76,0.72
Trip12,81,0.79
Trip12,86,0.86
Trip12,91,0.96
Trip12,96,0.95
Trip12,101,0.93
Trip12,106,0.99
Trip12,111,1
Trip12,116,1
Trip12,121,1
Trip12,126,1
Trip12,131,1
Trip12,136,1
Trip12,141,1
Trip12,146,1
Trip12,151,1
Trip12,156,1
Trip12,161,1
Trip12,166,1
Trip12,171,1
Trip12,176,1
Trip12,181,1
Trip12,186,1
Trip12,191,1
Trip12,196,1
Trip12,201,1
Trip12,206,1
Trip12,211,1
Trip12,216,1
Trip12,221,1
Trip12,226,1
Trip12,231,1
Trip12,236,1
Trip12,241,1
Tsc1,1,0.02
Tsc1,6,0.01
Tsc1,11,0.1
Tsc1,16,0.12
Tsc1,21,0.21
Tsc1,26,0.27
Tsc1,31,0.28
Tsc1,36,0.33
Tsc1,41,0.49
Tsc1,46,0.6
Tsc1,51,0.73
Tsc1,56,0.82
Tsc1,61,0.85
Tsc1,66,0.94
Tsc1,71,1
Tsc1,76,0.98
Tsc1,81,1
Tsc1,86,1
Tsc1,91,1
Tsc1,96,1
Tsc1,101,1
Tsc1,106,1
Tsc2,1,0.01
Tsc2,6,0.07
Tsc2,11,0.13
Tsc2,16,0.21
Tsc2,21,0.32
Tsc2,26,0.39
Tsc2,31,0.49
Tsc2,36,0.53
Tsc2,41,0.66
Tsc2,46,0.67
Tsc2,51,0.82
Tsc2,56,0.88
Tsc2,61,0.88
Tsc2,66,0.94
Tsc2,71,0.98
Tsc2,76,0.98
Tsc2,81,0.99
Tsc2,86,1
Tsc2,91,1
Tsc2,96,1
Tsc2,101,1
Tsc2,106,1
Tsc2,111,1
Tsc2,116,1
Tsc2,121,1
Tspan17,1,0
Tspan17,6,0
Tspan17,11,0
Tspan17,16,0
Tspan17,21,0
Tspan17,26,0
Tspan17,31,0
Tspan17,36,0
Tspan17,41,0
Tspan17,46,0
Tspan17,51,0
Tspan17,56,0
Tspan17,61,0
Tspan17,66,0
Tspan17,71,0
Tspan17,76,0
Tspan17,81,0.02
Tspan17,86,0.01
Tspan17,91,0.08
Tspan17,96,0.21
Tspan17,101,0.41
Tspan17,106,0.66
Tspan17,111,0.83
Tspan17,116,0.99
Ttc28,1,0
Ttc28,6,0
Ttc28,11,0
Ttc28,16,0
Ttc28,21,0
Ttc28,26,0
Ttc28,31,0
Ttc28,36,0
Ttc28,41,0
Ttc28,46,0.03
Ttc28,51,0.05
Ttc28,56,0.13
Ttc28,61,0.21
Ttc28,66,0.33
Ttc28,71,0.41
Ttc28,76,0.49
Ttc28,81,0.65
Ttc28,86,0.82
Ttc28,91,0.88
Ttc28,96,0.99
Ttc28,101,1
Ttc28,106,1
Ttc28,111,0.99
Ttc28,116,1
Ttc28,121,1
Ttc28,126,1
Ttc28,131,1
Ttc28,136,1
Ttc28,141,1
Tubgcp3,1,0
Uba3,1,0
Ubap2l,1,0
Ubap2l,6,0
Ubap2l,11,0
Ubap2l,16,0
Ubap2l,21,0
Ubap2l,26,0
Ube2q1,1,0
Ube2q1,6,0
Ube2q1,11,0
Ube2q1,16,0
Ube2q1,21,0
Ube2q1,26,0
Ube2q1,31,0
Ube2q1,36,0
Ube2q1,41,0
Ube2q1,46,0
Ube2q1,51,0.02
Ube2q1,56,0
Ube2q1,61,0.01
Ube2q1,66,0.01
Ube2q1,71,0.06
Ube2q1,76,0.13
Ube2q1,81,0.17
Ube2q1,86,0.33
Ube2q1,91,0.42
Ube2q1,96,0.46
Ube2q1,101,0.55
Ube2q1,106,0.68
Ube2q1,111,0.82
Ube2q1,116,0.86
Ube2q1,121,0.92
Ube2q1,126,0.98
Ube2q1,131,0.98
Ube2q1,136,0.98
Ube2q1,141,1
Ube2q1,146,1
Ube2q1,151,1
Ube2q1,156,1
Ube2q1,161,1
Ube2q1,166,1
Ube2q1,171,1
Ube2q1,176,1
Ube2q1,181,1
Ube2q1,186,1
Ube2q1,191,1
Ubr1,1,0
Ubr1,6,0
Ubr1,11,0
Ubr1,16,0
Ubr1,21,0
Ubr1,26,0
Ubr1,31,0
Ubr1,36,0
Ubr1,41,0.06
Ubr1,46,0.07
Ubr1,51,0.2
Ubr1,56,0.26
Ubr1,61,0.41
Ubr1,66,0.66
Ubr1,71,0.69
Ubr1,76,0.79
Ubr1,81,0.9
Ubr1,86,0.94
Ubr1,91,0.97
Ubr1,96,0.99
Ubr1,101,1
Ubr1,106,1
Ubr1,111,1
Ubr1,116,1
Ubr1,121,1
Ubr3,1,0
Ubr3,6,0
Ubr3,11,0
Ubr3,16,0
Ubr3,21,0
Ubr3,26,0.02
Ubr3,31,0.04
Ubr3,36,0.1
Ubr3,41,0.22
Ubr3,46,0.41
Ubr3,51,0.62
Ubr3,56,0.72
Ubr3,61,0.9
Ubr3,66,0.96
Ubr3,71,0.96
Ubr3,76,1
Ubr3,81,0.99
Ubr3,86,1
Ubr3,91,1
Ubr3,96,1
Ubr3,101,1
Ubr3,106,1
Ubr3,111,1
Ubr3,116,1
Ubr3,121,1
Ubr3,126,1
Ubr3,131,1
Ufl1,1,0
Ufl1,6,0
Ufl1,11,0
Ufl1,16,0
Ugdh,1,0
Ugdh,6,0
Ugdh,11,0
Ugdh,16,0
Ugdh,21,0
Ugdh,26,0
Ugdh,31,0
Ugdh,36,0
Ugdh,41,0
Ugdh,46,0.01
Ugdh,51,0.03
Ugdh,56,0.23
Ugdh,61,0.36
Ugdh,66,0.61
Ugdh,71,0.69
Ugdh,76,0.87
Ugdh,81,0.98
Ugdh,86,1
Uggt1,1,0
Uggt1,6,0
Uggt1,11,0
Uggt1,16,0
Uggt1,21,0
Uggt1,26,0
Uggt1,31,0
Uggt1,36,0.01
Uggt1,41,0.08
Uggt1,46,0.16
Uggt1,51,0.31
Uggt1,56,0.55
Uggt1,61,0.74
Uggt1,66,0.83
Uggt1,71,0.93
Uggt1,76,0.99
Uggt1,81,1
Uggt1,86,1
Usp32,1,0
Usp32,6,0
Usp32,11,0
Usp32,16,0
Usp32,21,0
Usp32,26,0
Usp32,31,0
Usp32,36,0
Usp32,41,0
Usp32,46,0
Usp32,51,0
Usp32,56,0
Usp32,61,0
Usp32,66,0
Usp32,71,0.01
Usp32,76,0.06
Usp32,81,0.14
Usp32,86,0.24
Usp32,91,0.41
Usp32,96,0.54
Usp32,101,0.79
Usp32,106,0.94
Usp32,111,0.99
Usp32,116,0.99
Usp32,121,1
Usp32,126,1
Usp32,131,1
Usp36,1,0
Usp36,6,0
Usp36,11,0
Usp36,16,0
Usp36,21,0.23
Usp36,26,0.73
Vps13b,1,0
Vps13b,6,0
Vps13b,11,0
Vps13b,16,0
Vps13b,21,0
Vps13b,26,0
Vps13b,31,0
Vps13b,36,0
Vps13b,41,0
Vps13b,46,0
Vps13b,51,0
Vps13b,56,0
Vps13b,61,0
Vps13b,66,0
Vps13b,71,0
Vps13b,76,0
Vps13b,81,0
Vps13b,86,0
Vps13b,91,0
Vps13b,96,0.01
Vps13b,101,0.14
Vps13b,106,0.39
Vps13b,111,0.82
Vps13c,1,0
Vps13c,6,0
Vps13c,11,0
Vps13c,16,0
Vps13c,21,0
Vps13c,26,0
Vps13c,31,0
Vps13c,36,0
Vps13c,41,0
Vps13c,46,0
Vps13c,51,0
Vps13c,56,0
Vps13c,61,0
Vps13c,66,0
Vps13c,71,0
Vps13c,76,0
Vps13c,81,0
Vps13c,86,0
Vps13c,91,0
Vps13c,96,0
Vps13c,101,0
Vps13c,106,0
Vps13c,111,0
Vps13c,116,0
Vps13c,121,0
Vps16,1,0
Vps16,6,0
Vps16,11,0
Vps16,16,0
Vps16,21,0
Vps16,26,0
Vps16,31,0
Vps16,36,0
Vps16,41,0
Vps16,46,0
Wapl,1,0
Wapl,6,0
Wapl,11,0
Wapl,16,0
Wapl,21,0
Wapl,26,0
Wapl,31,0
Wapl,36,0
Wapl,41,0
Wapl,46,0
Wapl,51,0
Wapl,56,0
Wapl,61,0
Wdr82,1,0
Wdr82,6,0
Wdr82,11,0
Wdr82,16,0
Wdr82,21,0
Wdr82,26,0
Wnk1,1,0
Wnk1,6,0
Wnk1,11,0
Wnk1,16,0
Wnk1,21,0
Wnk1,26,0
Wnk1,31,0
Wnk1,36,0
Wnk1,41,0
Wnk1,46,0
Wnk1,51,0
Wnk1,56,0
Wnk1,61,0
Wnk1,66,0
Wnk1,71,0
Wnk1,76,0
Wnk1,81,0
Wnk1,86,0
Wnk1,91,0
Wnk1,96,0
Wnk1,101,0
Wnk1,106,0
Wnk1,111,0
Wnk1,116,0
Wnk1,121,0
Wnk1,126,0
Wnk1,131,0
Wnk1,136,0
Wnk1,141,0
Wnk1,146,0
Wnk1,151,0
Wnk1,156,0
Wnk1,161,0
Wnk1,166,0
Wnk1,171,0
Wnk1,176,0
Wnk1,181,0
Wnk1,186,0
Wnk1,191,0
Wnk1,196,0
Wnk1,201,0
Wnk1,206,0
Wnk1,211,0
Wnk1,216,0
Wnk1,221,0
Wnk1,226,0
Wnk1,231,0
Wnk1,236,0
Wnk1,241,0
Wnk1,246,0
Wnk1,251,0
Wnk1,256,0
Wnk1,261,0
Wnk1,266,0
Wnk1,271,0
Wnk1,276,0
Wnk1,281,0
Wnk3,1,0
Wnk3,6,0
Wnk3,11,0
Wnk3,16,0
Wnk3,21,0
Wnk3,26,0
Wnk3,31,0
Wnk3,36,0
Wnk3,41,0
Wnk3,46,0
Wnk3,51,0
Wnk3,56,0
Wnk3,61,0
Wnk3,66,0
Wnk3,71,0
Wnk3,76,0
Wnk3,81,0
Wnk3,86,0
Wsb2,1,0
Wsb2,6,0
Wsb2,11,0
Wsb2,16,0
Wsb2,21,0
Wsb2,26,0
Wsb2,31,0
Wsb2,36,0
Wsb2,41,0
Wsb2,46,0
Wsb2,51,0
Wsb2,56,0
Wsb2,61,0
Wsb2,66,0
Wsb2,71,0
Wwp1,1,0
Wwp1,6,0
Wwp1,11,0
Wwp1,16,0
Wwp1,21,0
Wwp1,26,0
Wwp1,31,0
Wwp1,36,0
Wwp1,41,0
Wwp1,46,0.02
Wwp1,51,0.02
Wwp1,56,0.13
Wwp1,61,0.21
Wwp1,66,0.46
Wwp1,71,0.59
Wwp1,76,0.73
Wwp1,81,0.86
Wwp1,86,0.89
Wwp1,91,0.98
Wwp1,96,1
Wwp1,101,1
Wwp1,106,1
Wwp1,111,1
Wwp1,116,1
Wwp1,121,1
Wwp1,126,1
Xrn2,1,0
Xrn2,6,0
Xrn2,11,0
Xrn2,16,0
Yap1,1,0
Yap1,6,0
Yap1,11,0
Yap1,16,0
Yap1,21,0
Yap1,26,0
Yap1,31,0
Yap1,36,0
Yap1,41,0
Yap1,46,0
Yap1,51,0
Yap1,56,0
Yap1,61,0
Yap1,66,0
Yap1,71,0.11
Yap1,76,0.24
Yap1,81,0.48
Yap1,86,0.63
Yap1,91,0.82
Yap1,96,0.98
Yap1,101,0.99
Yap1,106,1
Ylpm1,1,0
Ylpm1,6,0
Ylpm1,11,0
Ylpm1,16,0
Ylpm1,21,0
Ylpm1,26,0
Ylpm1,31,0
Ylpm1,36,0
Ylpm1,41,0
Ylpm1,46,0
Ylpm1,51,0
Ylpm1,56,0
Ylpm1,61,0
Ylpm1,66,0
Ylpm1,71,0
Ylpm1,76,0
Ylpm1,81,0
Ylpm1,86,0
Ylpm1,91,0
Ylpm1,96,0
Ylpm1,101,0
Ylpm1,106,0
Ylpm1,111,0
Ylpm1,116,0
Zbtb4,1,0
Zbtb4,6,0
Zbtb4,11,0
Zbtb4,16,0
Zbtb4,21,0
Zbtb4,26,0
Zbtb4,31,0
Zbtb4,36,0.01
Zbtb4,41,0.09
Zbtb4,46,0.19
Zbtb4,51,0.5
Zbtb4,56,0.8
Zbtb4,61,0.92
Zbtb4,66,1
Zbtb4,71,1
Zbtb4,76,1
Zbtb4,81,1
Zbtb4,86,1
Zc3h7a,1,0
Zc3h7a,6,0
Zc3h7a,11,0
Zc3h7a,16,0
Zc3h7a,21,0
Zc3h7a,26,0
Zc3h7a,31,0
Zc3h7a,36,0
Zc3h7a,41,0
Zc3h7a,46,0.1
Zc3h7a,51,0.28
Zc3h7a,56,0.38
Zc3h7a,61,0.55
Zc3h7a,66,0.59
Zc3h7a,71,0.81
Zc3h7a,76,0.95
Zc3h7a,81,0.96
Zc3h7a,86,1
Zc3h7a,91,1
Zc3h7a,96,1
Zc3h7a,101,1
Zcchc14,1,0
Zcchc14,6,0
Zcchc14,11,0
Zcchc14,16,0
Zcchc14,21,0
Zcchc14,26,0
Zcchc14,31,0
Zcchc14,36,0
Zcchc14,41,0
Zcchc14,46,0
Zcchc14,51,0
Zcchc14,56,0
Zcchc14,61,0.02
Zcchc14,66,0.02
Zcchc14,71,0.1
Zcchc14,76,0.2
Zcchc14,81,0.34
Zcchc14,86,0.59
Zcchc14,91,0.73
Zcchc14,96,0.83
Zcchc14,101,0.94
Zcchc14,106,0.98
Zcchc14,111,1
Zcchc14,116,1
Zcchc14,121,1
Zeb1,1,0
Zeb1,6,0
Zeb1,11,0
Zeb1,16,0
Zeb1,21,0.01
Zeb1,26,0.02
Zeb1,31,0.07
Zeb1,36,0.18
Zeb1,41,0.47
Zeb1,46,0.67
Zeb1,51,0.79
Zeb1,56,0.9
Zeb1,61,0.96
Zeb1,66,0.93
Zeb1,71,0.99
Zeb1,76,1
Zeb1,81,1
Zeb1,86,1
Zeb1,91,1
Zeb1,96,1
Zeb1,101,1
Zeb1,106,1
Zeb1,111,1
Zeb1,116,1
Zeb1,121,1
Zeb1,126,1
Zeb1,131,1
Zeb1,136,1
Zeb1,141,1
Zeb1,146,1
Zeb1,151,1
Zeb1,156,1
Zeb1,161,1
Zeb1,166,1
Zeb1,171,1
Zeb1,176,1
Zeb1,181,1
Zeb1,186,1
Zeb1,191,1
Zeb1,196,1
Zfhx3,1,0
Zfhx3,6,0
Zfhx3,11,0
Zfhx3,16,0
Zfhx3,21,0.01
Zfhx3,26,0.2
Zfhx3,31,0.49
Zfhx3,36,0.88
Zfhx3,41,0.98
Zfhx3,46,1
Zfp574,1,0
Zfp574,6,0
Zfp574,11,0
Zfp574,16,0
Zfp574,21,0
Zfr,1,0
Zfr,6,0
Zfr,11,0
Zfr,16,0
Zfr,21,0
Zfr,26,0
Zfyve9,1,0
Zfyve9,6,0
Zfyve9,11,0
Zfyve9,16,0
Zfyve9,21,0
Zfyve9,26,0
Zfyve9,31,0
Zfyve9,36,0
Zfyve9,41,0
Zfyve9,46,0
Zfyve9,51,0
Zfyve9,56,0
Zfyve9,61,0
Zfyve9,66,0
Zfyve9,71,0
Zfyve9,76,0
Zfyve9,81,0
Zfyve9,86,0
Zfyve9,91,0
Zmiz1,1,0
Zmiz1,6,0.03
Zmiz1,11,0.17
Zmiz1,16,0.45
Zmiz1,21,0.65
Zmiz1,26,0.87
Zmiz1,31,0.95
Zmiz1,36,0.98
Zmiz1,41,0.99
Zmiz1,46,1
Zmiz1,51,1
Zmiz1,56,1
Zmym4,1,0
Zmym4,6,0.02
Zmym4,11,0
Zmym4,16,0.04
Zmym4,21,0.13
Zmym4,26,0.31
Zmym4,31,0.53
Zmym4,36,0.65
Zmym4,41,0.79
Zmym4,46,0.91
Zmym4,51,0.98
Zmym4,56,0.99
Zmym4,61,1
Zmym4,66,1
Zmym4,71,1
Zmym4,76,1
Zmym4,81,1
Zmym4,86,1
Zmym4,91,1
Zmym4,96,1
Zmym4,101,1
